"followers","friends","favourited","statuscount","favourites","retweets"
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,0,0
884,4503,13559,11115,2,0
640,797,88076,64614,1369,179
640,797,88076,64614,0,0
640,797,88076,64614,191,12
640,797,88076,64614,1,0
640,797,88076,64614,0,0
640,797,88076,64614,1496,190
640,797,88076,64614,377,25
640,797,88076,64614,645,75
640,797,88076,64614,1,0
640,797,88076,64614,0,0
640,797,88076,64614,0,0
640,797,88076,64614,276,46
640,797,88076,64614,0,0
640,797,88076,64614,59,44
640,797,88076,64614,1440,425
640,797,88076,64614,53,41
640,797,88076,64614,1,0
640,797,88076,64614,0,0
640,797,88076,64614,757,246
640,797,88076,64614,153,88
6,52,12,199,0,0
6,52,12,199,0,0
6,52,12,199,0,0
6,52,12,199,1,0
6,52,12,199,0,0
6,52,12,199,1,0
6,52,12,199,0,0
6,52,12,199,1,0
6,52,12,199,0,0
6,52,12,199,0,0
6,52,12,199,2,0
6,52,12,199,0,0
6,52,12,199,0,0
6,52,12,199,1,0
6,52,12,199,1,0
6,52,12,199,0,0
6,52,12,199,0,0
6,52,12,199,0,0
6,52,12,199,0,0
6,52,12,199,0,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,1,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,1,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,1,0
74,210,1852,1745,0,0
74,210,1852,1745,1,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,879,95
74,210,1852,1745,0,0
74,210,1852,1745,0,0
74,210,1852,1745,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,1,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
11,35,1029,3780,4,0
11,35,1029,3780,0,0
11,35,1029,3780,0,0
82,87,2888,2426,0,0
82,87,2888,2426,0,0
82,87,2888,2426,1,0
82,87,2888,2426,1,0
82,87,2888,2426,0,0
82,87,2888,2426,0,0
82,87,2888,2426,0,0
82,87,2888,2426,0,0
82,87,2888,2426,0,0
82,87,2888,2426,2,0
82,87,2888,2426,0,0
82,87,2888,2426,1,0
82,87,2888,2426,2,0
82,87,2888,2426,0,0
82,87,2888,2426,1,0
82,87,2888,2426,1,0
82,87,2888,2426,0,0
82,87,2888,2426,0,0
82,87,2888,2426,0,0
82,87,2888,2426,2,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,0,0
29,344,1544,62,1,0
29,344,1544,62,3,0
29,344,1544,62,0,0
29,344,1544,62,2,0
29,344,1544,62,0,0
29,344,1544,62,0,1
29,344,1544,62,0,0
29,344,1544,62,2,0
29,344,1544,62,0,0
29,344,1544,62,0,0
9,127,114,115,0,0
9,127,114,115,1,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,102295,44273
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,1,1
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,0
9,127,114,115,0,1
9,127,114,115,0,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,2,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,1,0
2,17,3,38,1,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,2,0
2,17,3,38,0,0
2,17,3,38,0,0
2,17,3,38,2,0
2,17,3,38,2,0
37,83,5391,1425,0,0
37,83,5391,1425,0,0
37,83,5391,1425,0,0
37,83,5391,1425,2,0
37,83,5391,1425,0,0
37,83,5391,1425,0,0
37,83,5391,1425,2,0
37,83,5391,1425,4,0
37,83,5391,1425,0,0
37,83,5391,1425,1,0
37,83,5391,1425,0,0
37,83,5391,1425,3003,1303
37,83,5391,1425,2,0
37,83,5391,1425,1,0
37,83,5391,1425,0,0
37,83,5391,1425,1,0
37,83,5391,1425,0,0
37,83,5391,1425,0,0
37,83,5391,1425,4,0
37,83,5391,1425,2,0
64,408,302,842,1,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,1,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,1,0
64,408,302,842,1,0
64,408,302,842,1,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
64,408,302,842,0,0
103,174,19998,11280,0,0
103,174,19998,11280,9,0
103,174,19998,11280,0,0
103,174,19998,11280,0,0
103,174,19998,11280,1,0
103,174,19998,11280,1,0
103,174,19998,11280,0,0
103,174,19998,11280,0,0
103,174,19998,11280,1,0
103,174,19998,11280,0,0
103,174,19998,11280,1,0
103,174,19998,11280,0,0
103,174,19998,11280,0,0
103,174,19998,11280,0,0
103,174,19998,11280,2,0
103,174,19998,11280,0,0
103,174,19998,11280,1,0
103,174,19998,11280,0,0
103,174,19998,11280,0,0
103,174,19998,11280,0,0
49,293,11,121,0,0
49,293,11,121,0,0
49,293,11,121,4663,526
49,293,11,121,0,1
49,293,11,121,5073,877
49,293,11,121,1558,190
49,293,11,121,0,0
49,293,11,121,0,0
49,293,11,121,3,1
49,293,11,121,0,0
49,293,11,121,70,7
49,293,11,121,0,0
49,293,11,121,0,0
49,293,11,121,0,0
49,293,11,121,15,31
49,293,11,121,7481,4051
49,293,11,121,0,0
49,293,11,121,1075,393
49,293,11,121,0,5
109,107,46158,9394,2939,744
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,2,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,3,0
109,107,46158,9394,0,0
109,107,46158,9394,1,0
109,107,46158,9394,1,0
109,107,46158,9394,1,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
109,107,46158,9394,0,0
4505,403,504,7871,4,0
4505,403,504,7871,4,0
4505,403,504,7871,2,0
4505,403,504,7871,0,0
4505,403,504,7871,0,0
4505,403,504,7871,0,0
4505,403,504,7871,17,0
4505,403,504,7871,0,0
4505,403,504,7871,0,0
4505,403,504,7871,26,0
4505,403,504,7871,6,0
4505,403,504,7871,0,0
4505,403,504,7871,28,0
4505,403,504,7871,0,0
4505,403,504,7871,26,1
4505,403,504,7871,18,0
4505,403,504,7871,13,1
4505,403,504,7871,1,0
4505,403,504,7871,1,0
4505,403,504,7871,55,1
750,728,1087,19553,1,0
750,728,1087,19553,3,0
750,728,1087,19553,0,0
750,728,1087,19553,5,0
750,728,1087,19553,4,0
750,728,1087,19553,2,0
750,728,1087,19553,1,0
750,728,1087,19553,0,0
750,728,1087,19553,1,0
750,728,1087,19553,0,0
750,728,1087,19553,0,0
750,728,1087,19553,0,0
750,728,1087,19553,0,0
750,728,1087,19553,0,0
750,728,1087,19553,0,0
750,728,1087,19553,7,0
750,728,1087,19553,0,0
750,728,1087,19553,0,0
750,728,1087,19553,0,0
750,728,1087,19553,1,0
102,253,1564,1103,5,0
102,253,1564,1103,1,0
102,253,1564,1103,0,0
102,253,1564,1103,0,0
102,253,1564,1103,6,0
102,253,1564,1103,2,0
102,253,1564,1103,0,0
102,253,1564,1103,0,0
102,253,1564,1103,3,0
102,253,1564,1103,1,0
102,253,1564,1103,0,0
102,253,1564,1103,0,0
102,253,1564,1103,0,0
102,253,1564,1103,0,0
102,253,1564,1103,3,0
102,253,1564,1103,2,0
102,253,1564,1103,0,0
102,253,1564,1103,0,0
102,253,1564,1103,0,0
102,253,1564,1103,2,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,1,0
10,35,6,158,1,0
10,35,6,158,0,0
10,35,6,158,2,0
10,35,6,158,3,0
10,35,6,158,3,0
10,35,6,158,31,0
10,35,6,158,1,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
10,35,6,158,0,0
42,22,1310,7235,1,0
42,22,1310,7235,1,0
42,22,1310,7235,1,0
42,22,1310,7235,1,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,1,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,2,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
42,22,1310,7235,0,0
322030,1359,6060,100514,19,6
322030,1359,6060,100514,3,4
322030,1359,6060,100514,7,3
322030,1359,6060,100514,6,4
322030,1359,6060,100514,22,11
322030,1359,6060,100514,103,28
322030,1359,6060,100514,6,2
322030,1359,6060,100514,4,3
322030,1359,6060,100514,30,7
322030,1359,6060,100514,6,4
322030,1359,6060,100514,7,3
322030,1359,6060,100514,7,5
322030,1359,6060,100514,4,3
322030,1359,6060,100514,10,4
322030,1359,6060,100514,1,2
322030,1359,6060,100514,18,6
322030,1359,6060,100514,47,12
322030,1359,6060,100514,6,4
322030,1359,6060,100514,8,1
322030,1359,6060,100514,10,2
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,4105,693
3,74,11,43,382,13
3,74,11,43,1,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,1,0
3,74,11,43,10424,910
3,74,11,43,1,0
3,74,11,43,1,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,0,0
3,74,11,43,0,0
44,420,11109,8264,0,0
44,420,11109,8264,0,0
44,420,11109,8264,0,0
44,420,11109,8264,73364,51212
44,420,11109,8264,1,0
44,420,11109,8264,0,0
44,420,11109,8264,0,0
44,420,11109,8264,0,0
44,420,11109,8264,0,0
44,420,11109,8264,1,0
44,420,11109,8264,0,0
44,420,11109,8264,1,0
44,420,11109,8264,0,0
44,420,11109,8264,0,1
44,420,11109,8264,1,0
44,420,11109,8264,0,0
44,420,11109,8264,0,0
44,420,11109,8264,0,0
44,420,11109,8264,1,0
44,420,11109,8264,0,0
22,34,3187,1624,1,0
22,34,3187,1624,1,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,1,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,1,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
22,34,3187,1624,1,0
22,34,3187,1624,0,0
22,34,3187,1624,0,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,1,0
25,160,141,127,1,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,1,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,0,0
25,160,141,127,2556,684
25,160,141,127,0,0
25,160,141,127,1463,312
25,160,141,127,0,0
25,160,141,127,952,180
75,163,3439,7331,0,0
75,163,3439,7331,0,0
75,163,3439,7331,3,0
75,163,3439,7331,1,0
75,163,3439,7331,1,0
75,163,3439,7331,0,0
75,163,3439,7331,0,0
75,163,3439,7331,0,0
75,163,3439,7331,1,0
75,163,3439,7331,6,0
75,163,3439,7331,1,0
75,163,3439,7331,0,0
75,163,3439,7331,0,0
75,163,3439,7331,0,0
75,163,3439,7331,1,0
75,163,3439,7331,0,0
75,163,3439,7331,0,0
75,163,3439,7331,3,0
75,163,3439,7331,7,3
75,163,3439,7331,0,0
249,539,5982,5952,49,14
249,539,5982,5952,0,0
249,539,5982,5952,6743,2496
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,4963,3966
249,539,5982,5952,6700,1879
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,0,0
249,539,5982,5952,1,0
249,539,5982,5952,0,0
249,539,5982,5952,1,0
249,539,5982,5952,0,0
249,539,5982,5952,0,0
23,39,664,1657,1,0
23,39,664,1657,0,0
23,39,664,1657,2,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,1,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,2,0
23,39,664,1657,0,0
23,39,664,1657,0,0
23,39,664,1657,1,0
23,39,664,1657,0,0
23,39,664,1657,0,0
60,107,585,401,1,0
60,107,585,401,2,0
60,107,585,401,4,0
60,107,585,401,1,0
60,107,585,401,1,0
60,107,585,401,0,0
60,107,585,401,4476,1245
60,107,585,401,0,0
60,107,585,401,0,0
60,107,585,401,0,0
60,107,585,401,0,0
60,107,585,401,1,0
60,107,585,401,0,0
60,107,585,401,1,0
60,107,585,401,0,0
60,107,585,401,0,0
60,107,585,401,0,0
60,107,585,401,6,1
60,107,585,401,1,0
60,107,585,401,0,0
1408,778,20274,12598,500,59
1408,778,20274,12598,1,0
1408,778,20274,12598,1,0
1408,778,20274,12598,2,0
1408,778,20274,12598,1,0
1408,778,20274,12598,1,0
1408,778,20274,12598,6,2
1408,778,20274,12598,4,0
1408,778,20274,12598,1018,526
1408,778,20274,12598,1,0
1408,778,20274,12598,2,4
1408,778,20274,12598,1,0
1408,778,20274,12598,2,0
1408,778,20274,12598,1,0
1408,778,20274,12598,0,0
1408,778,20274,12598,6451,499
1408,778,20274,12598,11,1
1408,778,20274,12598,0,0
1408,778,20274,12598,1,0
1408,778,20274,12598,1,0
578,464,7216,11185,0,0
578,464,7216,11185,29,0
578,464,7216,11185,1,0
578,464,7216,11185,0,0
578,464,7216,11185,2,0
578,464,7216,11185,1,0
578,464,7216,11185,0,0
578,464,7216,11185,2,0
578,464,7216,11185,4,0
578,464,7216,11185,1,0
578,464,7216,11185,0,0
578,464,7216,11185,0,0
578,464,7216,11185,1839,672
578,464,7216,11185,0,0
578,464,7216,11185,21,0
578,464,7216,11185,0,0
578,464,7216,11185,1,0
578,464,7216,11185,0,0
578,464,7216,11185,2998,573
578,464,7216,11185,0,0
100,173,6101,4242,1,0
100,173,6101,4242,42,2
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,19888,2516
100,173,6101,4242,654,63
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,73365,51212
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,2,0
100,173,6101,4242,0,0
100,173,6101,4242,0,0
100,173,6101,4242,0,0
20,163,1295,2171,0,0
20,163,1295,2171,1,0
20,163,1295,2171,433,75
20,163,1295,2171,0,0
20,163,1295,2171,0,0
20,163,1295,2171,0,0
20,163,1295,2171,3,3
20,163,1295,2171,0,0
20,163,1295,2171,4720,390
20,163,1295,2171,0,0
20,163,1295,2171,0,0
20,163,1295,2171,12958,3353
20,163,1295,2171,1,0
20,163,1295,2171,113,3
20,163,1295,2171,0,0
20,163,1295,2171,3533,681
20,163,1295,2171,0,0
20,163,1295,2171,1,0
20,163,1295,2171,0,0
20,163,1295,2171,7,0
615,98,4073,9606,30,7
615,98,4073,9606,116,4
615,98,4073,9606,77,12
615,98,4073,9606,352,24
615,98,4073,9606,360,63
615,98,4073,9606,29007,4661
615,98,4073,9606,254,30
615,98,4073,9606,19513,3016
615,98,4073,9606,3698,598
615,98,4073,9606,348,22
615,98,4073,9606,1446,112
615,98,4073,9606,2516,1147
615,98,4073,9606,326,39
615,98,4073,9606,11608,1091
615,98,4073,9606,5592,735
615,98,4073,9606,1722,88
615,98,4073,9606,24,6
615,98,4073,9606,3272,295
615,98,4073,9606,87,29
615,98,4073,9606,1651,183
12,23,405,568,0,0
12,23,405,568,3477,618
12,23,405,568,0,0
12,23,405,568,117,14
12,23,405,568,0,0
12,23,405,568,1,0
12,23,405,568,1371,342
12,23,405,568,102350,20757
12,23,405,568,0,0
12,23,405,568,38957,7049
12,23,405,568,4003,552
12,23,405,568,0,0
12,23,405,568,4438,841
12,23,405,568,1,0
12,23,405,568,827,117
12,23,405,568,0,0
12,23,405,568,19422,5296
12,23,405,568,0,0
12,23,405,568,0,0
12,23,405,568,16,2
128,337,2898,1550,1,0
128,337,2898,1550,4,1
128,337,2898,1550,1,0
128,337,2898,1550,6036,2429
128,337,2898,1550,0,0
128,337,2898,1550,73365,51213
128,337,2898,1550,13,0
128,337,2898,1550,1,0
128,337,2898,1550,0,0
128,337,2898,1550,25,2
128,337,2898,1550,97,26
128,337,2898,1550,0,0
128,337,2898,1550,0,0
128,337,2898,1550,0,0
128,337,2898,1550,0,0
128,337,2898,1550,1,0
128,337,2898,1550,1,0
128,337,2898,1550,0,0
128,337,2898,1550,6289,1563
128,337,2898,1550,1,1
669,1652,1164,780,0,0
669,1652,1164,780,0,0
669,1652,1164,780,0,0
669,1652,1164,780,1,0
669,1652,1164,780,0,0
669,1652,1164,780,1,0
669,1652,1164,780,324,142
669,1652,1164,780,1668,824
669,1652,1164,780,149,130
669,1652,1164,780,0,0
669,1652,1164,780,82,33
669,1652,1164,780,0,0
669,1652,1164,780,0,0
669,1652,1164,780,1,0
669,1652,1164,780,360,159
669,1652,1164,780,1,1
669,1652,1164,780,0,0
669,1652,1164,780,2,0
669,1652,1164,780,1,0
669,1652,1164,780,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,1,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,1,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
42,275,8138,75,0,0
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,1,0
8,70,200,174,14,3
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,1,0
8,70,200,174,0,0
8,70,200,174,1,1
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,0,0
8,70,200,174,2,2
8,70,200,174,1,0
8,70,200,174,0,0
8,70,200,174,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,7045,2266
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,1,0
126,184,6520,7387,3,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
126,184,6520,7387,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,2,0
15,109,153,987,10,0
15,109,153,987,1,0
15,109,153,987,0,0
15,109,153,987,3,0
15,109,153,987,0,0
15,109,153,987,3,1
15,109,153,987,2,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,0,0
15,109,153,987,3,0
323,54,124892,5059,0,0
323,54,124892,5059,1387,7685
323,54,124892,5059,0,0
323,54,124892,5059,560,248
323,54,124892,5059,175,262
323,54,124892,5059,980,327
323,54,124892,5059,0,0
323,54,124892,5059,36,9
323,54,124892,5059,2,0
323,54,124892,5059,1,0
323,54,124892,5059,382,3593
323,54,124892,5059,490,207
323,54,124892,5059,3,0
323,54,124892,5059,429,74
323,54,124892,5059,109,57
323,54,124892,5059,15,15
323,54,124892,5059,636,226
323,54,124892,5059,39,8
323,54,124892,5059,0,0
323,54,124892,5059,0,0
17,74,1468,1563,20,0
17,74,1468,1563,138,0
17,74,1468,1563,134,1
17,74,1468,1563,1,0
17,74,1468,1563,4,0
17,74,1468,1563,134,0
17,74,1468,1563,167,12
17,74,1468,1563,3,0
17,74,1468,1563,10,1
17,74,1468,1563,1,0
17,74,1468,1563,564,61
17,74,1468,1563,5,0
17,74,1468,1563,5,0
17,74,1468,1563,30,0
17,74,1468,1563,11,0
17,74,1468,1563,58,0
17,74,1468,1563,27,0
17,74,1468,1563,31,1
17,74,1468,1563,7,0
17,74,1468,1563,19,1
160,885,6292,1895,18,34
160,885,6292,1895,0,0
160,885,6292,1895,0,0
160,885,6292,1895,0,0
160,885,6292,1895,2,0
160,885,6292,1895,2,6
160,885,6292,1895,262,404
160,885,6292,1895,75,60
160,885,6292,1895,1,0
160,885,6292,1895,3380,5362
160,885,6292,1895,1986,960
160,885,6292,1895,22,38
160,885,6292,1895,1,0
160,885,6292,1895,18,30
160,885,6292,1895,526,328
160,885,6292,1895,1,0
160,885,6292,1895,466,363
160,885,6292,1895,14,13
160,885,6292,1895,0,13
160,885,6292,1895,601,1488
107,115,91,3041,0,0
107,115,91,3041,0,0
107,115,91,3041,0,0
107,115,91,3041,13,0
107,115,91,3041,0,0
107,115,91,3041,0,0
107,115,91,3041,0,0
107,115,91,3041,38,4
107,115,91,3041,207,160
107,115,91,3041,1,0
107,115,91,3041,1,0
107,115,91,3041,0,0
107,115,91,3041,0,0
107,115,91,3041,0,0
107,115,91,3041,0,0
107,115,91,3041,28459,7607
107,115,91,3041,176,24
107,115,91,3041,0,0
107,115,91,3041,268,1248
107,115,91,3041,6281,968
121,274,348,579,28,2
121,274,348,579,0,0
121,274,348,579,0,0
121,274,348,579,1,0
121,274,348,579,1,1
121,274,348,579,1,0
121,274,348,579,1,0
121,274,348,579,1,1
121,274,348,579,1,1
121,274,348,579,1,0
121,274,348,579,1,0
121,274,348,579,0,0
121,274,348,579,0,0
121,274,348,579,1,0
121,274,348,579,0,0
121,274,348,579,0,0
121,274,348,579,0,0
121,274,348,579,0,0
121,274,348,579,1,0
121,274,348,579,1,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,2,0
55,922,590,1543,3,1
55,922,590,1543,2,0
55,922,590,1543,0,0
55,922,590,1543,0,0
55,922,590,1543,2,0
55,922,590,1543,0,0
55,922,590,1543,0,0
261,367,13783,8609,3,0
261,367,13783,8609,7045,2266
261,367,13783,8609,9,2
261,367,13783,8609,3,2
261,367,13783,8609,1151,104
261,367,13783,8609,3,0
261,367,13783,8609,2057,268
261,367,13783,8609,10,1
261,367,13783,8609,48,6
261,367,13783,8609,21,4
261,367,13783,8609,27199,6048
261,367,13783,8609,461,39
261,367,13783,8609,64,24
261,367,13783,8609,622,96
261,367,13783,8609,904,115
261,367,13783,8609,0,0
261,367,13783,8609,17099,1818
261,367,13783,8609,0,0
261,367,13783,8609,1,0
261,367,13783,8609,3426,1032
184,763,842,3145,1,0
184,763,842,3145,2,1
184,763,842,3145,1,0
184,763,842,3145,0,0
184,763,842,3145,0,0
184,763,842,3145,1,0
184,763,842,3145,0,0
184,763,842,3145,0,0
184,763,842,3145,4144,1573
184,763,842,3145,0,0
184,763,842,3145,0,0
184,763,842,3145,3,1
184,763,842,3145,1,0
184,763,842,3145,0,0
184,763,842,3145,0,0
184,763,842,3145,0,0
184,763,842,3145,0,0
184,763,842,3145,89683,26913
184,763,842,3145,766,141
184,763,842,3145,0,0
24,102,832,1868,0,0
24,102,832,1868,27,1
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,0,2
24,102,832,1868,0,0
24,102,832,1868,3,0
24,102,832,1868,48,14
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,1,0
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,0,0
24,102,832,1868,1,0
24,102,832,1868,112,215
104,1533,12528,1895,0,0
104,1533,12528,1895,211,41
104,1533,12528,1895,7393,1281
104,1533,12528,1895,2,0
104,1533,12528,1895,8496,2225
104,1533,12528,1895,13021,1619
104,1533,12528,1895,16,2
104,1533,12528,1895,1036,188
104,1533,12528,1895,3,1
104,1533,12528,1895,0,0
104,1533,12528,1895,0,0
104,1533,12528,1895,0,0
104,1533,12528,1895,0,0
104,1533,12528,1895,5,2
104,1533,12528,1895,901,126
104,1533,12528,1895,2026,343
104,1533,12528,1895,0,0
104,1533,12528,1895,0,0
104,1533,12528,1895,3,0
104,1533,12528,1895,7282,747
66,104,192,2461,1,0
66,104,192,2461,3,0
66,104,192,2461,1,0
66,104,192,2461,1,0
66,104,192,2461,1,0
66,104,192,2461,54,279
66,104,192,2461,0,0
66,104,192,2461,1,0
66,104,192,2461,1,0
66,104,192,2461,1,0
66,104,192,2461,0,0
66,104,192,2461,0,0
66,104,192,2461,0,0
66,104,192,2461,0,0
66,104,192,2461,0,0
66,104,192,2461,1,0
66,104,192,2461,0,0
66,104,192,2461,0,0
66,104,192,2461,0,0
66,104,192,2461,0,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,1,0
111,386,3787,4967,1,0
111,386,3787,4967,1,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,1,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,0,1
111,386,3787,4967,0,0
111,386,3787,4967,2,1
111,386,3787,4967,0,0
111,386,3787,4967,0,0
111,386,3787,4967,0,0
1216,954,5078,9376,3839,294
1216,954,5078,9376,2,0
1216,954,5078,9376,1,0
